Gene Name	Gene Start (bp)	Gene End (bp)	Chromosome Name	Strand
evm.TU.scaffold_930.1	14056214	14056948	chr5	1
evm.TU.scaffold_930.2	14055987	14056196	chr5	1
evm.TU.scaffold_930.3	14042047	14045491	chr5	-1
evm.TU.scaffold_930.4	14036580	14037626	chr5	-1
evm.TU.scaffold_930.5	14008023	14033491	chr5	1
evm.TU.scaffold_93.10	58757237	58757978	chr9	1
evm.TU.scaffold_931.2	144372461	144397551	chr3	-1
evm.TU.scaffold_931.3	144344436	144352561	chr3	-1
evm.TU.scaffold_931.4	144331287	144338379	chr3	1
evm.TU.scaffold_93.14	58893674	58909882	chr9	1
evm.TU.scaffold_931.6	144330328	144330510	chr3	-1
evm.TU.scaffold_931.7	144250035	144250630	chr3	-1
evm.TU.scaffold_931.8	144004422	144004657	chr3	-1
evm.TU.scaffold_932.10	46368763	46369071	chr6	-1
evm.TU.scaffold_932.11	46364307	46367129	chr6	1
evm.TU.scaffold_932.14	46190269	46190892	chr6	1
evm.TU.scaffold_932.1	46616554	46617403	chr6	1
evm.TU.scaffold_932.16	46166933	46167322	chr6	1
evm.TU.scaffold_932.17	46141139	46157344	chr6	1
evm.TU.scaffold_932.2	46514247	46514951	chr6	-1
evm.TU.scaffold_932.3	46496518	46497482	chr6	-1
evm.TU.scaffold_932.4	46495702	46496128	chr6	-1
evm.TU.scaffold_932.5	46486540	46493981	chr6	1
evm.TU.scaffold_932.6	46473182	46481935	chr6	1
evm.TU.scaffold_932.7	46430594	46450635	chr6	1
evm.TU.scaffold_932.8	46377759	46417020	chr6	-1
evm.TU.scaffold_932.9	46369423	46369725	chr6	-1
evm.TU.scaffold_933.10	29216859	29256589	chr9	-1
evm.TU.scaffold_933.11	29208182	29213544	chr9	1
evm.TU.scaffold_933.12	29168003	29188687	chr9	1
evm.TU.scaffold_933.1	29640063	29641521	chr9	-1
evm.TU.scaffold_933.13	29138485	29139609	chr9	-1
evm.TU.scaffold_933.14	29057563	29058405	chr9	-1
evm.TU.scaffold_933.16	29055333	29055590	chr9	1
evm.TU.scaffold_933.17	28994556	29054345	chr9	-1
evm.TU.scaffold_933.18	28976741	28990231	chr9	-1
evm.TU.scaffold_933.19	28965888	28968033	chr9	1
evm.TU.scaffold_933.20	28936713	28936891	chr9	1
evm.TU.scaffold_933.2	29590649	29599005	chr9	-1
evm.TU.scaffold_933.23	28865106	28867374	chr9	1
evm.TU.scaffold_933.24	28757749	28797533	chr9	-1
evm.TU.scaffold_933.25	28755069	28755303	chr9	1
evm.TU.scaffold_933.26	28457256	28474525	chr9	-1
evm.TU.scaffold_933.28	28378448	28379371	chr9	-1
evm.TU.scaffold_933.3	29583010	29583886	chr9	-1
evm.TU.scaffold_933.4	29494556	29504739	chr9	-1
evm.TU.scaffold_933.5	29461405	29477653	chr9	1
evm.TU.scaffold_933.6	29408254	29423512	chr9	-1
evm.TU.scaffold_933.7	29348183	29351171	chr9	-1
evm.TU.scaffold_933.8	29336619	29347812	chr9	1
evm.TU.scaffold_933.9	29290838	29295261	chr9	-1
evm.TU.scaffold_934.1	37056396	37146573	chr5	-1
evm.TU.scaffold_934.2	37031980	37032471	chr5	-1
evm.TU.scaffold_936.1	81178	81329	original_scaffold_936	1
evm.TU.scaffold_93.6	58502847	58508105	chr9	1
evm.TU.scaffold_937.1	63622387	63622707	chr4	1
evm.TU.scaffold_937.2	63602529	63609328	chr4	-1
evm.TU.scaffold_938.2	72753	72965	original_scaffold_938	1
evm.TU.scaffold_938.3	73143	89821	original_scaffold_938	1
evm.TU.scaffold_938.4	101612	102034	original_scaffold_938	1
evm.TU.scaffold_938.5	122242	122934	original_scaffold_938	1
evm.TU.scaffold_93.8	58643039	58678123	chr9	-1
evm.TU.scaffold_93.9	58713214	58755581	chr9	1
evm.TU.scaffold_940.2	29666	31538	original_scaffold_940	1
evm.TU.scaffold_940.3	59066	63568	original_scaffold_940	1
evm.TU.scaffold_940.5	75668	77251	original_scaffold_940	-1
evm.TU.scaffold_940.6	77404	78900	original_scaffold_940	-1
evm.TU.scaffold_94.10	24802001	24816815	chr8	1
evm.TU.scaffold_94.11	24817533	24818303	chr8	-1
evm.TU.scaffold_94.12	24828780	24900652	chr8	-1
evm.TU.scaffold_94.1	24054158	24061530	chr8	1
evm.TU.scaffold_94.13	24959784	24960948	chr8	-1
evm.TU.scaffold_94.14	25180937	25182377	chr8	-1
evm.TU.scaffold_94.15	25241906	25242285	chr8	1
evm.TU.scaffold_94.16	25256857	25264971	chr8	-1
evm.TU.scaffold_94.17	25298020	25317620	chr8	-1
evm.TU.scaffold_94.18	25349772	25352117	chr8	1
evm.TU.scaffold_94.19	25376392	25376833	chr8	-1
evm.TU.scaffold_94.20	25563051	25566573	chr8	1
evm.TU.scaffold_942.10	5061517	5061744	chr1	1
evm.TU.scaffold_942.11	5066400	5073224	chr1	1
evm.TU.scaffold_942.12	5072176	5073942	chr1	-1
evm.TU.scaffold_94.21	25623263	25623421	chr8	1
evm.TU.scaffold_942.13	5073970	5074997	chr1	-1
evm.TU.scaffold_942.14	5075005	5076066	chr1	-1
evm.TU.scaffold_942.1	4949375	4965437	chr1	-1
evm.TU.scaffold_942.15	5091404	5094235	chr1	-1
evm.TU.scaffold_942.16	5094715	5095393	chr1	-1
evm.TU.scaffold_942.18	5187025	5189853	chr1	-1
evm.TU.scaffold_942.19	5193811	5220220	chr1	-1
evm.TU.scaffold_942.20	5235901	5246147	chr1	-1
evm.TU.scaffold_942.21	5261656	5266706	chr1	1
evm.TU.scaffold_942.22	5270416	5303277	chr1	1
evm.TU.scaffold_942.23	5306092	5315854	chr1	1
evm.TU.scaffold_94.2	24178461	24179517	chr8	1
evm.TU.scaffold_942.24	5324198	5338026	chr1	1
evm.TU.scaffold_942.2	4978162	4981435	chr1	1
evm.TU.scaffold_942.25	5340013	5340626	chr1	1
evm.TU.scaffold_942.26	5353205	5375559	chr1	1
evm.TU.scaffold_942.28	5388491	5391161	chr1	-1
evm.TU.scaffold_942.29	5395339	5415746	chr1	-1
evm.TU.scaffold_942.30	5436990	5439829	chr1	1
evm.TU.scaffold_942.31	5450385	5455684	chr1	-1
evm.TU.scaffold_942.32	5475845	5478059	chr1	1
evm.TU.scaffold_94.23	26418885	26427604	chr8	-1
evm.TU.scaffold_942.33	5479559	5483354	chr1	-1
evm.TU.scaffold_942.3	4992893	4995259	chr1	-1
evm.TU.scaffold_942.35	5486775	5488758	chr1	1
evm.TU.scaffold_942.36	5498575	5544142	chr1	1
evm.TU.scaffold_942.37	5547953	5566229	chr1	1
evm.TU.scaffold_942.38	5569446	5572339	chr1	-1
evm.TU.scaffold_942.39	5578137	5613473	chr1	1
evm.TU.scaffold_942.41	5633637	5635377	chr1	1
evm.TU.scaffold_942.42	5647231	5647973	chr1	1
evm.TU.scaffold_94.24	26530197	26531091	chr8	1
evm.TU.scaffold_942.43	5659069	5660068	chr1	1
evm.TU.scaffold_942.44	5660265	5661738	chr1	1
evm.TU.scaffold_942.4	5000651	5000875	chr1	-1
evm.TU.scaffold_942.46	5671502	5672188	chr1	-1
evm.TU.scaffold_942.47	5678001	5682783	chr1	-1
evm.TU.scaffold_942.48	5689159	5701176	chr1	1
evm.TU.scaffold_942.49	5702376	5714944	chr1	-1
evm.TU.scaffold_942.50	5731476	5740364	chr1	1
evm.TU.scaffold_942.51	5743187	5759069	chr1	1
evm.TU.scaffold_942.52	5787081	5790777	chr1	1
evm.TU.scaffold_94.25	26532468	26534150	chr8	1
evm.TU.scaffold_942.53	5791447	5792058	chr1	1
evm.TU.scaffold_942.54	5792075	5795255	chr1	1
evm.TU.scaffold_942.5	5000986	5001504	chr1	-1
evm.TU.scaffold_942.55	5802718	5813838	chr1	1
evm.TU.scaffold_942.6	5001795	5005566	chr1	-1
evm.TU.scaffold_942.7	5016259	5030077	chr1	-1
evm.TU.scaffold_94.28	27037784	27038215	chr8	-1
evm.TU.scaffold_942.8	5032143	5041125	chr1	-1
evm.TU.scaffold_94.29	27155151	27162149	chr8	1
evm.TU.scaffold_942.9	5055496	5057462	chr1	1
evm.TU.scaffold_94.30	27255863	27281273	chr8	-1
evm.TU.scaffold_943.11	47487962	47492902	chr6	1
evm.TU.scaffold_943.12	47493709	47494939	chr6	-1
evm.TU.scaffold_94.32	27394231	27395664	chr8	-1
evm.TU.scaffold_94.3	24308383	24374696	chr8	-1
evm.TU.scaffold_94.33	27398793	27399212	chr8	1
evm.TU.scaffold_943.3	47305528	47319341	chr6	-1
evm.TU.scaffold_94.34	27398292	27406623	chr8	-1
evm.TU.scaffold_943.4	47319885	47320687	chr6	1
evm.TU.scaffold_94.35	27427078	27438918	chr8	1
evm.TU.scaffold_943.5	47334184	47390209	chr6	-1
evm.TU.scaffold_94.36	27449016	27462441	chr8	-1
evm.TU.scaffold_94.37	27502481	27518163	chr8	1
evm.TU.scaffold_943.7	47390579	47397039	chr6	1
evm.TU.scaffold_94.38	27542188	27551712	chr8	-1
evm.TU.scaffold_94.39	27613149	27613619	chr8	-1
evm.TU.scaffold_943.9	47421002	47422036	chr6	1
evm.TU.scaffold_94.40	27727684	27728154	chr8	-1
evm.TU.scaffold_94.41	27866607	27867035	chr8	-1
evm.TU.scaffold_94.42	27917587	27918057	chr8	-1
evm.TU.scaffold_94.4	24402834	24403430	chr8	1
evm.TU.scaffold_94.43	27992414	27994348	chr8	-1
evm.TU.scaffold_94.5	24407163	24408044	chr8	-1
evm.TU.scaffold_945.4	176195	243494	original_scaffold_945	-1
evm.TU.scaffold_94.6	24408113	24430271	chr8	-1
evm.TU.scaffold_947.1	77082	78693	original_scaffold_947	1
evm.TU.scaffold_94.7	24430983	24433871	chr8	1
evm.TU.scaffold_947.2	90241	90750	original_scaffold_947	-1
evm.TU.scaffold_947.3	92659	94385	original_scaffold_947	-1
evm.TU.scaffold_947.4	102839	103054	original_scaffold_947	1
evm.TU.scaffold_947.5	78768	107621	original_scaffold_947	1
evm.TU.scaffold_947.6	108849	110001	original_scaffold_947	1
evm.TU.scaffold_948.1	1582	12527	original_scaffold_948	1
evm.TU.scaffold_949.2	10460	11140	original_scaffold_949	-1
evm.TU.scaffold_949.3	11166	11423	original_scaffold_949	-1
evm.TU.scaffold_949.4	18629	19051	original_scaffold_949	-1
evm.TU.scaffold_949.6	20875	70848	original_scaffold_949	-1
evm.TU.scaffold_950.10	49820184	49835464	chr12	1
evm.TU.scaffold_950.16	49978483	49980890	chr12	1
evm.TU.scaffold_950.17	49991004	49994296	chr12	-1
evm.TU.scaffold_950.18	50024183	50024681	chr12	-1
evm.TU.scaffold_950.19	50079824	50080985	chr12	1
evm.TU.scaffold_950.21	50270534	50299177	chr12	-1
evm.TU.scaffold_950.2	49551038	49568695	chr12	1
evm.TU.scaffold_950.3	49568791	49569126	chr12	1
evm.TU.scaffold_950.5	49586430	49592299	chr12	-1
evm.TU.scaffold_95.10	152107684	152113834	chr2	1
evm.TU.scaffold_95.11	152215869	152218406	chr2	-1
evm.TU.scaffold_951.1	39260	39520	original_scaffold_951	1
evm.TU.scaffold_95.12	152340230	152340423	chr2	-1
evm.TU.scaffold_95.13	152352047	152355958	chr2	1
evm.TU.scaffold_95.15	152584653	152587351	chr2	1
evm.TU.scaffold_95.16	152679516	152701467	chr2	1
evm.TU.scaffold_95.19	153028456	153029640	chr2	1
evm.TU.scaffold_95.20	153032460	153034437	chr2	1
evm.TU.scaffold_95.21	153112994	153119354	chr2	-1
evm.TU.scaffold_953.10	20073577	20075330	chr7	-1
evm.TU.scaffold_953.11	20058121	20059982	chr7	-1
evm.TU.scaffold_953.4	20185653	20210324	chr7	-1
evm.TU.scaffold_953.5	20169347	20179302	chr7	-1
evm.TU.scaffold_953.6	20145113	20146566	chr7	1
evm.TU.scaffold_953.8	20092436	20099121	chr7	-1
evm.TU.scaffold_955.13	362772	378177	original_scaffold_955	-1
evm.TU.scaffold_955.15	385341	386407	original_scaffold_955	1
evm.TU.scaffold_955.16	400156	407961	original_scaffold_955	1
evm.TU.scaffold_955.2	34634	58769	original_scaffold_955	1
evm.TU.scaffold_955.4	142572	168396	original_scaffold_955	-1
evm.TU.scaffold_955.7	225829	226432	original_scaffold_955	1
evm.TU.scaffold_95.7	151922028	151925830	chr2	-1
evm.TU.scaffold_957.1	83880775	83884540	chr1	1
evm.TU.scaffold_957.4	83823427	83824884	chr1	1
evm.TU.scaffold_957.8	83712299	83726706	chr1	-1
evm.TU.scaffold_958.2	25161	26339	original_scaffold_958	-1
evm.TU.scaffold_958.4	29649	31976	original_scaffold_958	1
evm.TU.scaffold_958.5	34633	36069	original_scaffold_958	-1
evm.TU.scaffold_959.1	13034842	13043128	chr5	1
evm.TU.scaffold_959.2	13043233	13043959	chr5	1
evm.TU.scaffold_959.3	13060257	13061250	chr5	1
evm.TU.scaffold_959.4	13078127	13103731	chr5	1
evm.TU.scaffold_959.5	13105637	13125700	chr5	-1
evm.TU.scaffold_959.6	13130650	13131255	chr5	-1
evm.TU.scaffold_959.9	13250662	13261204	chr5	-1
evm.TU.scaffold_960.12	53947260	53947973	chr7	-1
evm.TU.scaffold_960.1	53682250	53683115	chr7	1
evm.TU.scaffold_960.17	54030290	54030934	chr7	1
evm.TU.scaffold_960.18	54056520	54057289	chr7	1
evm.TU.scaffold_960.20	54108233	54113388	chr7	1
evm.TU.scaffold_960.21	54113253	54114532	chr7	-1
evm.TU.scaffold_960.23	54212183	54217365	chr7	1
evm.TU.scaffold_960.24	54217230	54217419	chr7	-1
evm.TU.scaffold_960.2	53683558	53704420	chr7	1
evm.TU.scaffold_960.25	54275200	54277591	chr7	-1
evm.TU.scaffold_960.26	54302819	54303451	chr7	1
evm.TU.scaffold_960.27	54343842	54388764	chr7	-1
evm.TU.scaffold_960.28	54423049	54441018	chr7	1
evm.TU.scaffold_960.29	54447564	54453771	chr7	1
evm.TU.scaffold_960.30	54461171	54489338	chr7	-1
evm.TU.scaffold_960.31	54521978	54533215	chr7	1
evm.TU.scaffold_960.32	54535935	54544032	chr7	-1
evm.TU.scaffold_960.33	54560375	54574617	chr7	1
evm.TU.scaffold_960.34	54598473	54612063	chr7	1
evm.TU.scaffold_960.3	53711959	53726154	chr7	1
evm.TU.scaffold_960.35	54612171	54613385	chr7	1
evm.TU.scaffold_960.36	54614518	54619192	chr7	-1
evm.TU.scaffold_960.37	54620973	54632531	chr7	-1
evm.TU.scaffold_960.41	54723335	54766157	chr7	1
evm.TU.scaffold_960.42	54783684	54796930	chr7	-1
evm.TU.scaffold_960.43	54805981	54855028	chr7	-1
evm.TU.scaffold_960.44	54873072	54883073	chr7	-1
evm.TU.scaffold_960.45	54914161	54924606	chr7	1
evm.TU.scaffold_960.46	54926122	54926691	chr7	-1
evm.TU.scaffold_960.47	54937884	54940342	chr7	1
evm.TU.scaffold_960.48	54945921	54946128	chr7	1
evm.TU.scaffold_960.49	54956322	54958203	chr7	-1
evm.TU.scaffold_960.50	54959628	54964069	chr7	-1
evm.TU.scaffold_960.51	54971804	54992075	chr7	1
evm.TU.scaffold_960.52	54995852	55002383	chr7	1
evm.TU.scaffold_960.53	55029741	55042266	chr7	1
evm.TU.scaffold_960.54	55044193	55054026	chr7	-1
evm.TU.scaffold_960.55	55056964	55074752	chr7	-1
evm.TU.scaffold_960.56	55077651	55089069	chr7	-1
evm.TU.scaffold_960.57	55125272	55132346	chr7	-1
evm.TU.scaffold_960.58	55134715	55155044	chr7	-1
evm.TU.scaffold_960.59	55162891	55167100	chr7	1
evm.TU.scaffold_960.60	55167772	55178919	chr7	1
evm.TU.scaffold_960.61	55190582	55195874	chr7	-1
evm.TU.scaffold_960.62	55218953	55222638	chr7	1
evm.TU.scaffold_960.63	55225471	55227066	chr7	-1
evm.TU.scaffold_960.7	53762998	53770224	chr7	1
evm.TU.scaffold_960.9	53775421	53776391	chr7	1
evm.TU.scaffold_963.1	7428179	7459936	chr12	1
evm.TU.scaffold_963.2	7481649	7482983	chr12	-1
evm.TU.scaffold_963.3	7493320	7493868	chr12	-1
evm.TU.scaffold_963.4	7493924	7498284	chr12	-1
evm.TU.scaffold_964.10	126085354	126086507	chr4	-1
evm.TU.scaffold_964.11	126101249	126102115	chr4	1
evm.TU.scaffold_964.1	125844008	125851225	chr4	1
evm.TU.scaffold_964.13	126147066	126150855	chr4	-1
evm.TU.scaffold_964.14	126159782	126171475	chr4	-1
evm.TU.scaffold_964.15	126174654	126175770	chr4	1
evm.TU.scaffold_964.16	126180365	126203091	chr4	-1
evm.TU.scaffold_964.17	126209180	126227269	chr4	-1
evm.TU.scaffold_964.18	126252377	126261355	chr4	1
evm.TU.scaffold_964.19	126291871	126294378	chr4	1
evm.TU.scaffold_964.20	126298758	126300542	chr4	1
evm.TU.scaffold_964.21	126304043	126307183	chr4	-1
evm.TU.scaffold_964.2	125961248	125961612	chr4	-1
evm.TU.scaffold_964.22	126330326	126330954	chr4	1
evm.TU.scaffold_964.23	126339084	126340988	chr4	-1
evm.TU.scaffold_964.24	126341902	126345298	chr4	-1
evm.TU.scaffold_964.25	126347373	126367359	chr4	-1
evm.TU.scaffold_964.26	126371143	126420432	chr4	-1
evm.TU.scaffold_964.3	125970964	125973456	chr4	-1
evm.TU.scaffold_964.4	125974069	125986636	chr4	-1
evm.TU.scaffold_964.5	125990946	126003429	chr4	1
evm.TU.scaffold_964.6	126023505	126025013	chr4	-1
evm.TU.scaffold_964.7	126032196	126046304	chr4	-1
evm.TU.scaffold_964.8	126052600	126064917	chr4	1
evm.TU.scaffold_964.9	126073967	126085313	chr4	1
evm.TU.scaffold_966.1	43732	53342	original_scaffold_966	1
evm.TU.scaffold_967.10	17992926	17994310	chr11	-1
evm.TU.scaffold_967.11	17948034	17967304	chr11	-1
evm.TU.scaffold_967.13	17920411	17922199	chr11	-1
evm.TU.scaffold_967.17	17837316	17868369	chr11	-1
evm.TU.scaffold_967.18	17819850	17832363	chr11	1
evm.TU.scaffold_967.21	17769973	17772718	chr11	1
evm.TU.scaffold_967.22	17736729	17738457	chr11	-1
evm.TU.scaffold_967.23	17718965	17729035	chr11	-1
evm.TU.scaffold_967.24	17711001	17711921	chr11	-1
evm.TU.scaffold_967.25	17694892	17696514	chr11	1
evm.TU.scaffold_967.26	17629420	17661897	chr11	-1
evm.TU.scaffold_967.27	17627637	17628014	chr11	1
evm.TU.scaffold_967.28	17623430	17625482	chr11	1
evm.TU.scaffold_967.29	17595031	17599054	chr11	1
evm.TU.scaffold_967.30	17523286	17556999	chr11	-1
evm.TU.scaffold_967.31	17501098	17506950	chr11	-1
evm.TU.scaffold_967.3	18038184	18040685	chr11	-1
evm.TU.scaffold_967.32	17495954	17500738	chr11	1
evm.TU.scaffold_967.33	17484716	17493953	chr11	-1
evm.TU.scaffold_967.34	17475968	17479972	chr11	1
evm.TU.scaffold_967.35	17461648	17473079	chr11	-1
evm.TU.scaffold_967.36	17447781	17450296	chr11	-1
evm.TU.scaffold_967.37	17440227	17443906	chr11	1
evm.TU.scaffold_967.38	17417125	17427056	chr11	-1
evm.TU.scaffold_967.39	17371778	17415527	chr11	1
evm.TU.scaffold_967.40	17363606	17369159	chr11	1
evm.TU.scaffold_967.41	17357725	17360525	chr11	1
evm.TU.scaffold_967.42	17344105	17353311	chr11	1
evm.TU.scaffold_967.43	17316667	17343968	chr11	1
evm.TU.scaffold_967.44	17290959	17293226	chr11	1
evm.TU.scaffold_967.45	17280257	17290864	chr11	1
evm.TU.scaffold_967.46	17270155	17272543	chr11	1
evm.TU.scaffold_967.47	17211851	17249723	chr11	-1
evm.TU.scaffold_967.48	17207918	17208367	chr11	1
evm.TU.scaffold_967.49	17202033	17202782	chr11	-1
evm.TU.scaffold_967.50	17183673	17198808	chr11	-1
evm.TU.scaffold_967.51	17177188	17180612	chr11	1
evm.TU.scaffold_967.5	18022463	18025578	chr11	-1
evm.TU.scaffold_967.52	17157734	17164030	chr11	1
evm.TU.scaffold_967.53	17141433	17149737	chr11	-1
evm.TU.scaffold_967.54	17126967	17129856	chr11	-1
evm.TU.scaffold_967.55	17091359	17092478	chr11	-1
evm.TU.scaffold_967.57	16975275	17015104	chr11	-1
evm.TU.scaffold_967.58	16971832	16972722	chr11	1
evm.TU.scaffold_967.60	16944420	16945532	chr11	1
evm.TU.scaffold_967.6	18016212	18022445	chr11	-1
evm.TU.scaffold_967.9	17995013	17996840	chr11	-1
evm.TU.scaffold_968.1	32803	33223	original_scaffold_968	-1
evm.TU.scaffold_969.12	29884494	29885027	chr7	-1
evm.TU.scaffold_969.13	29885615	29887606	chr7	-1
evm.TU.scaffold_969.14	29937423	29937749	chr7	1
evm.TU.scaffold_969.15	29940892	29942039	chr7	1
evm.TU.scaffold_969.19	29997769	29999076	chr7	1
evm.TU.scaffold_969.2	29404847	29405231	chr7	-1
evm.TU.scaffold_969.24	30047888	30049359	chr7	1
evm.TU.scaffold_969.4	29480707	29482318	chr7	1
evm.TU.scaffold_971.2	79556	82351	original_scaffold_971	1
evm.TU.scaffold_971.4	95938	96415	original_scaffold_971	1
evm.TU.scaffold_972.3	75900510	75902317	chr3	1
evm.TU.scaffold_97.2	42104002	42105937	chr7	-1
evm.TU.scaffold_97.3	42094776	42100306	chr7	1
evm.TU.scaffold_974.4	51699	52300	original_scaffold_974	1
evm.TU.scaffold_975.13	25860355	25866021	chr2	1
evm.TU.scaffold_975.20	25933085	25934653	chr2	-1
evm.TU.scaffold_975.31	26092169	26093727	chr2	-1
evm.TU.scaffold_975.32	26094581	26097034	chr2	-1
evm.TU.scaffold_975.33	26124857	26127854	chr2	1
evm.TU.scaffold_975.35	26144908	26151231	chr2	1
evm.TU.scaffold_975.37	26161982	26162488	chr2	1
evm.TU.scaffold_975.39	26163098	26191945	chr2	1
evm.TU.scaffold_975.40	26209213	26209695	chr2	1
evm.TU.scaffold_975.41	26209752	26214101	chr2	1
evm.TU.scaffold_975.42	26224003	26239551	chr2	1
evm.TU.scaffold_975.4	25725607	25726737	chr2	-1
evm.TU.scaffold_975.43	26240056	26244589	chr2	1
evm.TU.scaffold_975.44	26247461	26255773	chr2	1
evm.TU.scaffold_975.45	26256863	26276889	chr2	-1
evm.TU.scaffold_975.46	26278538	26292070	chr2	-1
evm.TU.scaffold_975.47	26296143	26299299	chr2	-1
evm.TU.scaffold_975.48	26312701	26314051	chr2	-1
evm.TU.scaffold_975.51	26399112	26403043	chr2	1
evm.TU.scaffold_975.54	26438143	26443799	chr2	-1
evm.TU.scaffold_975.55	26446407	26452261	chr2	-1
evm.TU.scaffold_975.56	26454080	26474577	chr2	-1
evm.TU.scaffold_975.57	26478809	26483864	chr2	1
evm.TU.scaffold_975.59	26498627	26500351	chr2	-1
evm.TU.scaffold_975.60	26517690	26521689	chr2	1
evm.TU.scaffold_975.62	26547638	26548582	chr2	1
evm.TU.scaffold_975.64	26565954	26571027	chr2	-1
evm.TU.scaffold_975.65	26574511	26608784	chr2	1
evm.TU.scaffold_975.66	26611189	26612332	chr2	-1
evm.TU.scaffold_975.67	26616672	26629785	chr2	-1
evm.TU.scaffold_975.68	26629857	26630330	chr2	-1
evm.TU.scaffold_975.69	26637686	26637913	chr2	1
evm.TU.scaffold_975.70	26647624	26651617	chr2	-1
evm.TU.scaffold_975.71	26667235	26670711	chr2	-1
evm.TU.scaffold_975.72	26701548	26705926	chr2	1
evm.TU.scaffold_975.74	26719855	26740470	chr2	1
evm.TU.scaffold_975.9	25821067	25826890	chr2	-1
evm.TU.scaffold_976.1	15782472	15798231	chr7	-1
evm.TU.scaffold_977.1	12540	14883	original_scaffold_977	1
evm.TU.scaffold_97.7	41928596	41991580	chr7	-1
evm.TU.scaffold_97.8	41916970	41926906	chr7	1
evm.TU.scaffold_979.1	25540260	25544906	chr6	1
evm.TU.scaffold_979.2	25545327	25550148	chr6	-1
evm.TU.scaffold_979.3	25555578	25561547	chr6	-1
evm.TU.scaffold_981.16	255988	256947	original_scaffold_981	-1
evm.TU.scaffold_981.3	11139	11630	original_scaffold_981	1
evm.TU.scaffold_981.4	12781	16400	original_scaffold_981	-1
evm.TU.scaffold_981.8	126413	134887	original_scaffold_981	1
evm.TU.scaffold_981.9	140440	143669	original_scaffold_981	-1
evm.TU.scaffold_982.6	97056074	97056970	chr1	-1
evm.TU.scaffold_983.1	30965161	30967073	chr8	-1
evm.TU.scaffold_985.12	328955	329665	original_scaffold_985	-1
evm.TU.scaffold_985.13	329698	330102	original_scaffold_985	-1
evm.TU.scaffold_985.2	58972	68665	original_scaffold_985	1
evm.TU.scaffold_985.3	69443	70387	original_scaffold_985	-1
evm.TU.scaffold_985.5	84514	112849	original_scaffold_985	1
evm.TU.scaffold_985.6	116033	116924	original_scaffold_985	1
evm.TU.scaffold_986.4	135391	135983	original_scaffold_986	1
evm.TU.scaffold_986.5	157479	157990	original_scaffold_986	1
evm.TU.scaffold_986.6	169871	170474	original_scaffold_986	-1
evm.TU.scaffold_986.8	235715	236577	original_scaffold_986	-1
evm.TU.scaffold_986.9	246688	247200	original_scaffold_986	1
evm.TU.scaffold_988.10	25453557	25464582	chr3	-1
evm.TU.scaffold_988.1	25214687	25218481	chr3	-1
